date_index,AverageWeeklyHours,ChallengerJobCuts,UnemploymentRate,7YearNoteAuction,CoreCPIMoM,FedInterestRateDecision,BloombergConsumerConfidence,MichiganInflationExpectations,ChicagoPMI,MBA30YearMortgageRate,EIAWeeklyDistillatesStocks,DomesticTruckSales,TradeBalance
2008-05-29,34.5,90.02K,5%,,0.10%,2.00%,,4.80%,48.3,5.90%,-0.73M,5.70M,-58.2B
2008-05-30,34.5,90.02K,5%,,0.10%,2.00%,,4.80%,49.1,5.90%,-0.73M,5.70M,-58.2B
2008-06-01,34.5,103.52K,5.40%,,0.10%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-58.2B
2008-06-02,34.5,103.52K,5.40%,,0.10%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-58.2B
2008-06-03,34.5,103.52K,5.40%,,0.10%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-58.2B
2008-06-04,34.5,103.52K,5.40%,,0.10%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-58.2B
2008-06-05,34.5,103.52K,5.40%,,0.10%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-58.2B
2008-06-06,34.5,103.52K,5.40%,,0.10%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-58.2B
2008-06-09,34.5,103.52K,5.40%,,0.10%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-58.2B
2008-06-10,34.5,103.52K,5.40%,,0.10%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-60.9B
2008-06-11,34.5,103.52K,5.40%,,0.10%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-60.9B
2008-06-12,34.5,103.52K,5.40%,,0.10%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-60.9B
2008-06-13,34.5,103.52K,5.40%,,0.20%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-60.9B
2008-06-16,34.5,103.52K,5.40%,,0.20%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-60.9B
2008-06-17,34.5,103.52K,5.40%,,0.20%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-60.9B
2008-06-18,34.5,103.52K,5.40%,,0.20%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-60.9B
2008-06-19,34.5,103.52K,5.40%,,0.20%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-60.9B
2008-06-20,34.5,103.52K,5.40%,,0.20%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-60.9B
2008-06-24,34.5,103.52K,5.40%,,0.20%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-60.9B
2008-06-25,34.5,103.52K,5.40%,,0.20%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-60.9B
2008-06-26,34.5,103.52K,5.40%,,0.20%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-60.9B
2008-06-27,34.5,103.52K,5.40%,,0.20%,2.00%,,5.20%,49.1,5.96%,1.35M,5.23M,-60.9B
2008-06-30,34.5,103.52K,5.40%,,0.20%,2.00%,,5.20%,49.6,5.96%,1.35M,5.23M,-60.9B
2008-07-01,34.5,81.76K,5.60%,,0.20%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-60.9B
2008-07-02,34.5,81.76K,5.60%,,0.20%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-60.9B
2008-07-03,34.5,81.76K,5.60%,,0.20%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-60.9B
2008-07-04,34.5,81.76K,5.60%,,0.20%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-60.9B
2008-07-08,34.5,81.76K,5.60%,,0.20%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-60.9B
2008-07-09,34.5,81.76K,5.60%,,0.20%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-60.9B
2008-07-10,34.5,81.76K,5.60%,,0.20%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-60.9B
2008-07-11,34.5,81.76K,5.60%,,0.20%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-59.8B
2008-07-15,34.5,81.76K,5.60%,,0.20%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-59.8B
2008-07-16,34.5,81.76K,5.60%,,0.30%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-59.8B
2008-07-17,34.5,81.76K,5.60%,,0.30%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-59.8B
2008-07-18,34.5,81.76K,5.60%,,0.30%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-59.8B
2008-07-22,34.5,81.76K,5.60%,,0.30%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-59.8B
2008-07-23,34.5,81.76K,5.60%,,0.30%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-59.8B
2008-07-24,34.5,81.76K,5.60%,,0.30%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-59.8B
2008-07-25,34.5,81.76K,5.60%,,0.30%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-59.8B
2008-07-29,34.5,81.76K,5.60%,,0.30%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-59.8B
2008-07-30,34.5,81.76K,5.60%,,0.30%,2.00%,,5.10%,49.6,6.38%,2.22M,5.28M,-59.8B
2008-07-31,34.5,81.76K,5.60%,,0.30%,2.00%,,5.10%,50.8,6.38%,2.22M,5.28M,-59.8B
2008-08-01,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-59.8B
2008-08-04,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-59.8B
2008-08-05,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-59.8B
2008-08-06,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-59.8B
2008-08-07,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-59.8B
2008-08-08,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-59.8B
2008-08-12,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-56.8B
2008-08-13,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-56.8B
2008-08-14,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-56.8B
2008-08-15,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-56.8B
2008-08-18,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-56.8B
2008-08-19,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-56.8B
2008-08-20,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-56.8B
2008-08-21,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-56.8B
2008-08-22,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-56.8B
2008-08-25,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-56.8B
2008-08-26,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-56.8B
2008-08-27,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-56.8B
2008-08-28,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,50.8,6.42%,2.55M,4.70M,-56.8B
2008-08-29,34.5,103.31K,5.70%,,0.30%,2.00%,,5.10%,57.9,6.42%,2.55M,4.70M,-56.8B
2008-09-01,34.5,88.74K,5.70%,,0.30%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-56.8B
2008-09-02,34.5,88.74K,5.70%,,0.30%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-56.8B
2008-09-03,34.5,88.74K,5.70%,,0.30%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-56.8B
2008-09-04,34.5,88.74K,5.70%,,0.30%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-56.8B
2008-09-05,34.5,88.74K,6.10%,,0.30%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-56.8B
2008-09-08,34.5,88.74K,6.10%,,0.30%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-56.8B
2008-09-09,34.5,88.74K,6.10%,,0.30%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-56.8B
2008-09-11,34.5,88.74K,6.10%,,0.30%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-62.2B
2008-09-12,34.5,88.74K,6.10%,,0.30%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-62.2B
2008-09-15,34.5,88.74K,6.10%,,0.30%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-62.2B
2008-09-16,34.5,88.74K,6.10%,,0.20%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-62.2B
2008-09-17,34.5,88.74K,6.10%,,0.20%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-62.2B
2008-09-18,34.5,88.74K,6.10%,,0.20%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-62.2B
2008-09-19,34.5,88.74K,6.10%,,0.20%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-62.2B
2008-09-23,34.5,88.74K,6.10%,,0.20%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-62.2B
2008-09-24,34.5,88.74K,6.10%,,0.20%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-62.2B
2008-09-25,34.5,88.74K,6.10%,,0.20%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-62.2B
2008-09-26,34.5,88.74K,6.10%,,0.20%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-62.2B
2008-09-29,34.5,88.74K,6.10%,,0.20%,2.00%,,4.80%,57.9,6.46%,-0.25M,5.93M,-62.2B
2008-09-30,34.5,88.74K,6.10%,,0.20%,2.00%,,4.80%,56.7,6.46%,-0.25M,5.93M,-62.2B
2008-10-01,34.4,95.09K,6.10%,,0.20%,2.00%,,4.30%,56.7,6.01%,-2.00M,5.26M,-62.2B
2008-10-01,34.4,95.09K,6.10%,,0.20%,2.00%,,4.30%,56.7,6.01%,-2.00M,5.26M,-62.2B
2008-10-02,34.4,95.09K,6.10%,,0.20%,2.00%,,4.30%,56.7,6.01%,-2.00M,5.26M,-62.2B
2008-10-03,34.4,95.09K,6.10%,,0.20%,2.00%,,4.30%,56.7,6.01%,-2.00M,5.26M,-62.2B
2008-10-06,34.4,95.09K,6.10%,,0.20%,2.00%,,4.30%,56.7,6.01%,-2.00M,5.26M,-62.2B
2008-10-07,34.4,95.09K,6.10%,,0.20%,2.00%,,4.30%,56.7,6.01%,-2.00M,5.26M,-62.2B
2008-10-08,34.4,95.09K,6.10%,,0.20%,1.50%,,4.30%,56.7,6.01%,-2.00M,5.26M,-62.2B
2008-10-09,34.4,95.09K,6.10%,,0.20%,1.50%,,4.30%,56.7,6.01%,-2.00M,5.26M,-62.2B
2008-10-10,34.4,95.09K,6.10%,,0.20%,1.50%,,4.30%,56.7,6.01%,-2.00M,5.26M,-59.1B
2008-10-14,34.4,95.09K,6.10%,,0.20%,1.50%,,4.30%,56.7,6.01%,-2.00M,5.26M,-59.1B
2008-10-15,34.4,95.09K,6.10%,,0.20%,1.50%,,4.30%,56.7,6.01%,-2.00M,5.26M,-59.1B
2008-10-16,34.4,95.09K,6.10%,,0.40%,1.50%,,4.30%,56.7,6.01%,-2.00M,5.26M,-59.1B
2008-10-17,34.4,95.09K,6.10%,,0.40%,1.50%,,4.30%,56.7,6.01%,-2.00M,5.26M,-59.1B
2008-10-22,34.4,95.09K,6.10%,,0.40%,1.50%,,4.30%,56.7,6.01%,-2.00M,5.26M,-59.1B
2008-10-23,34.4,95.09K,6.10%,,0.40%,1.50%,,4.30%,56.7,6.01%,-2.00M,5.26M,-59.1B
2008-10-24,34.4,95.09K,6.10%,,0.40%,1.50%,,4.30%,56.7,6.01%,-2.00M,5.26M,-59.1B
2008-10-27,34.4,95.09K,6.10%,,0.40%,1.50%,,4.30%,56.7,6.01%,-2.00M,5.26M,-59.1B
2008-10-28,34.4,95.09K,6.10%,,0.40%,1.50%,,4.30%,56.7,6.01%,-2.00M,5.26M,-59.1B
2008-10-29,34.4,95.09K,6.10%,,0.40%,1.00%,,4.30%,56.7,6.01%,-2.00M,5.26M,-59.1B
2008-10-30,34.4,95.09K,6.10%,,0.40%,1.00%,,4.30%,56.7,6.01%,-2.00M,5.26M,-59.1B
2008-10-31,34.4,95.09K,6.10%,,0.40%,1.00%,,4.30%,37.8,6.01%,-2.00M,5.26M,-59.1B
2008-11-01,34.4,112.88K,6.10%,,0.40%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-59.1B
2008-11-02,34.4,112.88K,6.10%,,0.40%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-59.1B
2008-11-03,34.4,112.88K,6.10%,,0.40%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-59.1B
2008-11-04,34.4,112.88K,6.10%,,0.40%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-59.1B
2008-11-05,34.4,112.88K,6.10%,,0.40%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-59.1B
2008-11-06,34.4,112.88K,6.10%,,0.40%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-59.1B
2008-11-07,34.4,112.88K,6.50%,,0.40%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-59.1B
2008-11-11,34.4,112.88K,6.50%,,0.40%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-59.1B
2008-11-13,34.4,112.88K,6.50%,,0.40%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-56.5B
2008-11-14,34.4,112.88K,6.50%,,0.40%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-56.5B
2008-11-17,34.4,112.88K,6.50%,,0.40%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-56.5B
2008-11-18,34.4,112.88K,6.50%,,0.40%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-56.5B
2008-11-19,34.4,112.88K,6.50%,,-0.10%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-56.5B
2008-11-20,34.4,112.88K,6.50%,,-0.10%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-56.5B
2008-11-21,34.4,112.88K,6.50%,,-0.10%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-56.5B
2008-11-24,34.4,112.88K,6.50%,,-0.10%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-56.5B
2008-11-25,34.4,112.88K,6.50%,,-0.10%,1.00%,,3.90%,37.8,6.32%,1.07M,4.05M,-56.5B
2008-11-26,34.4,112.88K,6.50%,,-0.10%,1.00%,,3.90%,33.8,6.32%,1.07M,4.05M,-56.5B
2008-11-28,34.4,112.88K,6.50%,,-0.10%,1.00%,,3.90%,33.8,6.32%,1.07M,4.05M,-56.5B
2008-12-01,34.4,181.67K,6.50%,,-0.10%,1.00%,,2.90%,33.8,5.97%,-0.72M,4.22M,-56.5B
2008-12-03,34.4,181.67K,6.50%,,-0.10%,1.00%,,2.90%,33.8,5.97%,-0.72M,4.22M,-56.5B
2008-12-04,33.5,181.67K,6.50%,,-0.10%,1.00%,,2.90%,33.8,5.97%,-0.72M,4.22M,-56.5B
2008-12-05,33.5,181.67K,6.70%,,-0.10%,1.00%,,2.90%,33.8,5.97%,-0.72M,4.22M,-56.5B
2008-12-09,33.5,181.67K,6.70%,,-0.10%,1.00%,,2.90%,33.8,5.97%,-0.72M,4.22M,-56.5B
2008-12-10,33.5,181.67K,6.70%,,-0.10%,1.00%,,2.90%,33.8,5.97%,-0.72M,4.22M,-56.5B
2008-12-11,33.5,181.67K,6.70%,,-0.10%,1.00%,,2.90%,33.8,5.97%,-0.72M,4.22M,-57.2B
2008-12-12,33.5,181.67K,6.70%,,-0.10%,1.00%,,2.90%,33.8,5.97%,-0.72M,4.22M,-57.2B
2008-12-15,33.5,181.67K,6.70%,,-0.10%,1.00%,,2.90%,33.8,5.97%,-0.72M,4.22M,-57.2B
2008-12-16,33.5,181.67K,6.70%,,0.00%,0.25%,,2.90%,33.8,5.97%,-0.72M,4.22M,-57.2B
2008-12-17,33.5,181.67K,6.70%,,0.00%,0.25%,,2.90%,33.8,5.97%,-0.72M,4.22M,-57.2B
2008-12-18,33.5,181.67K,6.70%,,0.00%,0.25%,,2.90%,33.8,5.97%,-0.72M,4.22M,-57.2B
2008-12-19,33.5,181.67K,6.70%,,0.00%,0.25%,,2.90%,33.8,5.97%,-0.72M,4.22M,-57.2B
2008-12-23,33.5,181.67K,6.70%,,0.00%,0.25%,,2.90%,33.8,5.97%,-0.72M,4.22M,-57.2B
2008-12-24,33.5,181.67K,6.70%,,0.00%,0.25%,,2.90%,33.8,5.97%,-0.72M,4.22M,-57.2B
2008-12-25,33.5,181.67K,6.70%,,0.00%,0.25%,,2.90%,33.8,5.97%,-0.72M,4.22M,-57.2B
2008-12-26,33.5,181.67K,6.70%,,0.00%,0.25%,,2.90%,33.8,5.97%,-0.72M,4.22M,-57.2B
2008-12-30,33.5,181.67K,6.70%,,0.00%,0.25%,,2.90%,34.1,5.97%,-0.72M,4.22M,-57.2B
2008-12-31,33.5,181.67K,6.70%,,0.00%,0.25%,,2.90%,34.1,5.97%,-0.72M,4.22M,-57.2B
2009-01-01,33.5,166.35K,6.70%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-57.2B
2009-01-02,33.5,166.35K,6.70%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-57.2B
2009-01-05,33.5,166.35K,6.70%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-57.2B
2009-01-06,33.5,166.35K,6.70%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-57.2B
2009-01-07,33.5,166.35K,6.70%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-57.2B
2009-01-08,33.3,166.35K,6.70%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-57.2B
2009-01-09,33.3,166.35K,7.20%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-57.2B
2009-01-13,33.3,166.35K,7.20%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-40.4B
2009-01-14,33.3,166.35K,7.20%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-40.4B
2009-01-15,33.3,166.35K,7.20%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-40.4B
2009-01-16,33.3,166.35K,7.20%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-40.4B
2009-01-21,33.3,166.35K,7.20%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-40.4B
2009-01-22,33.3,166.35K,7.20%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-40.4B
2009-01-23,33.3,166.35K,7.20%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-40.4B
2009-01-26,33.3,166.35K,7.20%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-40.4B
2009-01-27,33.3,166.35K,7.20%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-40.4B
2009-01-28,33.3,166.35K,7.20%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-40.4B
2009-01-29,33.3,166.35K,7.20%,,0.00%,0.25%,,1.70%,34.1,5.16%,2.64M,4.07M,-40.4B
2009-01-30,33.3,166.35K,7.20%,,0.00%,0.25%,,1.70%,33.3,5.16%,2.64M,4.07M,-40.4B
2009-02-01,33.3,241.75K,7.20%,,0.00%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-40.4B
2009-02-02,33.3,241.75K,7.20%,,0.00%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-40.4B
2009-02-04,33.3,241.75K,7.20%,,0.00%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-40.4B
2009-02-05,33.3,241.75K,7.20%,,0.00%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-40.4B
2009-02-06,33.3,241.75K,7.60%,,0.00%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-40.4B
2009-02-10,33.3,241.75K,7.60%,,0.00%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-40.4B
2009-02-11,33.3,241.75K,7.60%,,0.00%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-39.9B
2009-02-12,33.3,241.75K,7.60%,,0.00%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-39.9B
2009-02-13,33.3,241.75K,7.60%,,0.00%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-39.9B
2009-02-17,33.3,241.75K,7.60%,,0.00%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-39.9B
2009-02-18,33.3,241.75K,7.60%,,0.00%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-39.9B
2009-02-19,33.3,241.75K,7.60%,,0.00%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-39.9B
2009-02-20,33.3,241.75K,7.60%,,0.20%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-39.9B
2009-02-24,33.3,241.75K,7.60%,,0.20%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-39.9B
2009-02-25,33.3,241.75K,7.60%,,0.20%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-39.9B
2009-02-26,33.3,241.75K,7.60%,,0.20%,0.25%,,2.20%,33.3,5.15%,1.25M,4.02M,-39.9B
2009-02-27,33.3,241.75K,7.60%,,0.20%,0.25%,,2.20%,34.2,5.15%,1.25M,4.02M,-39.9B
2009-03-01,33.3,186.35K,7.60%,2.63%,0.20%,0.25%,,1.90%,34.2,5.10%,0.18M,3.56M,-39.9B
2009-03-02,33.3,186.35K,7.60%,2.63%,0.20%,0.25%,,1.90%,34.2,5.10%,0.18M,3.56M,-39.9B
2009-03-03,33.3,186.35K,7.60%,2.63%,0.20%,0.25%,25.5,1.90%,34.2,5.10%,0.18M,3.56M,-39.9B
2009-03-04,33.3,186.35K,7.60%,2.63%,0.20%,0.25%,25.5,1.90%,34.2,5.10%,0.18M,3.56M,-39.9B
2009-03-05,33.3,186.35K,7.60%,2.63%,0.20%,0.25%,25.5,1.90%,34.2,5.10%,0.18M,3.56M,-39.9B
2009-03-06,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,25.5,1.90%,34.2,5.10%,0.18M,3.56M,-39.9B
2009-03-10,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,26.5,1.90%,34.2,5.10%,0.18M,3.56M,-39.9B
2009-03-11,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,26.5,1.90%,34.2,5.10%,0.18M,3.56M,-39.9B
2009-03-12,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,26.5,1.90%,34.2,5.10%,0.18M,3.56M,-39.9B
2009-03-13,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,26.5,1.90%,34.2,5.10%,0.18M,3.56M,-36.0B
2009-03-16,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,26.5,1.90%,34.2,5.10%,0.18M,3.56M,-36.0B
2009-03-17,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,26.5,1.90%,34.2,5.10%,0.18M,3.56M,-36.0B
2009-03-18,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,26.5,1.90%,34.2,5.10%,0.18M,3.56M,-36.0B
2009-03-19,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,26.5,1.90%,34.2,5.10%,0.18M,3.56M,-36.0B
2009-03-20,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,26.5,1.90%,34.2,5.10%,0.18M,3.56M,-36.0B
2009-03-23,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,26.5,1.90%,34.2,5.10%,0.18M,3.56M,-36.0B
2009-03-24,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,25.5,1.90%,34.2,5.10%,0.18M,3.56M,-36.0B
2009-03-25,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,25.5,1.90%,34.2,5.10%,0.18M,3.56M,-36.0B
2009-03-26,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,25.5,1.90%,34.2,5.10%,0.18M,3.56M,-36.0B
2009-03-27,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,25.5,1.90%,34.2,5.10%,0.18M,3.56M,-36.0B
2009-03-31,33.3,186.35K,8.10%,2.63%,0.20%,0.25%,25.5,1.90%,31.4,5.10%,0.18M,3.56M,-36.0B
2009-04-01,33.3,150.41K,8.10%,2.38%,0.20%,0.25%,25.5,2.00%,31.4,4.77%,-0.11M,3.82M,-36.0B
2009-04-02,33.3,150.41K,8.10%,2.38%,0.20%,0.25%,25.5,2.00%,31.4,4.77%,-0.11M,3.82M,-36.0B
2009-04-03,33.2,150.41K,8.50%,2.38%,0.20%,0.25%,25.5,2.00%,31.4,4.77%,-0.11M,3.82M,-36.0B
2009-04-04,33.2,150.41K,8.50%,2.38%,0.20%,0.25%,25.5,2.00%,31.4,4.77%,-0.11M,3.82M,-36.0B
2009-04-07,33.2,150.41K,8.50%,2.38%,0.20%,0.25%,25.0,2.00%,31.4,4.77%,-0.11M,3.82M,-36.0B
2009-04-08,33.2,150.41K,8.50%,2.38%,0.20%,0.25%,25.0,2.00%,31.4,4.77%,-0.11M,3.82M,-36.0B
2009-04-09,33.2,150.41K,8.50%,2.38%,0.20%,0.25%,25.0,2.00%,31.4,4.77%,-0.11M,3.82M,-26.0B
2009-04-10,33.2,150.41K,8.50%,2.38%,0.20%,0.25%,25.0,2.00%,31.4,4.77%,-0.11M,3.82M,-26.0B
2009-04-14,33.2,150.41K,8.50%,2.38%,0.20%,0.25%,24.5,2.00%,31.4,4.77%,-0.11M,3.82M,-26.0B
2009-04-15,33.2,150.41K,8.50%,2.38%,0.20%,0.25%,24.5,2.00%,31.4,4.77%,-0.11M,3.82M,-26.0B
2009-04-16,33.2,150.41K,8.50%,2.38%,0.20%,0.25%,24.5,2.00%,31.4,4.77%,-0.11M,3.82M,-26.0B
2009-04-17,33.2,150.41K,8.50%,2.38%,0.20%,0.25%,24.5,2.00%,31.4,4.77%,-0.11M,3.82M,-26.0B
2009-04-21,33.2,150.41K,8.50%,2.38%,0.20%,0.25%,26.5,2.00%,31.4,4.77%,-0.11M,3.82M,-26.0B
2009-04-22,33.2,150.41K,8.50%,2.38%,0.20%,0.25%,26.5,2.00%,31.4,4.77%,-0.11M,3.82M,-26.0B
2009-04-23,33.2,150.41K,8.50%,2.38%,0.20%,0.25%,26.5,2.00%,31.4,4.77%,-0.11M,3.82M,-26.0B
2009-04-24,33.2,150.41K,8.50%,2.38%,0.20%,0.25%,26.5,2.00%,31.4,4.77%,-0.11M,3.82M,-26.0B
